alpha=0.2
gamma=0.6
selection_rate=0.5
max_gen=6000
job_num=300
machine_num=20
pop_size=100
Threshold=38808
scenario_num=20
{
	{
		{71, 69, 96, 60, 19, 72, 10, 69, 22, 60, 59, 72, 78, 6, 88, 99, 24, 88, 84, 1},
		{88, 99, 31, 10, 94, 36, 49, 54, 38, 45, 21, 17, 8, 82, 69, 30, 18, 97, 46, 43},
		{90, 43, 16, 9, 27, 64, 36, 14, 72, 22, 8, 7, 39, 73, 86, 20, 15, 37, 6, 82},
		{69, 36, 37, 74, 1, 66, 12, 42, 69, 38, 56, 4, 1, 86, 54, 67, 30, 70, 21, 68},
		{28, 30, 56, 31, 77, 25, 33, 82, 87, 51, 7, 72, 49, 7, 90, 63, 76, 45, 18, 33},
		{57, 91, 76, 94, 69, 53, 29, 76, 34, 35, 26, 97, 69, 89, 30, 76, 57, 76, 27, 76},
		{96, 83, 65, 61, 74, 68, 56, 26, 18, 13, 23, 69, 8, 66, 23, 48, 30, 36, 94, 87},
		{62, 9, 55, 37, 89, 84, 60, 43, 35, 47, 29, 3, 33, 65, 9, 26, 7, 9, 61, 35},
		{62, 73, 69, 81, 11, 44, 63, 59, 42, 34, 55, 29, 51, 42, 38, 15, 71, 23, 44, 48},
		{50, 52, 11, 69, 8, 45, 51, 5, 72, 79, 77, 66, 40, 96, 39, 51, 26, 36, 24, 59},
		{37, 89, 32, 45, 4, 47, 15, 98, 6, 18, 34, 47, 42, 55, 71, 59, 39, 77, 95, 71},
		{31, 14, 40, 1, 63, 45, 41, 29, 76, 46, 93, 2, 88, 44, 8, 28, 55, 51, 25, 58},
		{83, 40, 78, 32, 58, 87, 77, 63, 52, 4, 63, 95, 37, 68, 24, 97, 71, 50, 83, 85},
		{42, 44, 72, 88, 34, 95, 82, 82, 20, 98, 90, 61, 27, 45, 45, 57, 2, 31, 35, 45},
		{96, 50, 7, 40, 46, 61, 28, 1, 42, 66, 48, 4, 24, 69, 76, 56, 28, 27, 60, 3},
		{38, 93, 46, 2, 89, 9, 12, 81, 3, 2, 89, 49, 29, 46, 47, 4, 58, 17, 14, 30},
		{77, 71, 20, 20, 21, 13, 36, 87, 46, 81, 50, 94, 22, 46, 4, 53, 16, 54, 71, 44},
		{27, 68, 97, 41, 74, 77, 91, 54, 25, 88, 13, 68, 74, 93, 81, 70, 10, 61, 92, 64},
		{22, 1, 9, 5, 33, 32, 17, 41, 13, 72, 90, 86, 24, 19, 23, 50, 72, 41, 31, 58},
		{46, 72, 78, 9, 79, 5, 89, 5, 17, 6, 93, 50, 38, 47, 86, 72, 1, 92, 5, 21},
		{38, 59, 64, 83, 55, 56, 30, 68, 35, 64, 91, 25, 26, 65, 52, 47, 14, 9, 4, 83},
		{2, 57, 61, 32, 59, 75, 80, 58, 71, 60, 19, 8, 69, 80, 12, 13, 50, 29, 1, 86},
		{97, 70, 65, 46, 28, 78, 20, 20, 68, 8, 8, 62, 68, 25, 58, 38, 27, 69, 6, 38},
		{45, 78, 10, 61, 59, 38, 32, 76, 63, 99, 61, 65, 79, 73, 98, 69, 13, 4, 50, 15},
		{86, 10, 17, 21, 1, 97, 4, 10, 93, 60, 45, 53, 96, 98, 79, 5, 55, 75, 33, 24},
		{55, 87, 39, 20, 83, 56, 17, 49, 92, 66, 13, 7, 44, 62, 25, 83, 97, 68, 88, 5},
		{91, 64, 19, 47, 26, 66, 20, 96, 50, 22, 91, 8, 73, 25, 82, 82, 8, 51, 61, 70},
		{21, 30, 86, 89, 42, 11, 66, 7, 79, 23, 68, 22, 30, 69, 71, 9, 97, 30, 53, 71},
		{37, 16, 90, 56, 21, 76, 76, 33, 56, 96, 81, 82, 94, 26, 59, 74, 47, 7, 47, 32},
		{28, 78, 5, 22, 73, 35, 13, 36, 46, 24, 52, 26, 45, 58, 53, 63, 35, 39, 76, 81},
		{33, 71, 64, 36, 60, 79, 15, 17, 61, 22, 54, 13, 73, 48, 1, 14, 86, 73, 72, 96},
		{23, 50, 32, 22, 27, 91, 56, 81, 81, 76, 48, 90, 7, 93, 53, 13, 83, 12, 88, 32},
		{53, 84, 77, 22, 65, 44, 2, 66, 64, 4, 78, 82, 67, 34, 91, 38, 61, 98, 13, 77},
		{45, 18, 84, 35, 89, 10, 87, 84, 15, 47, 47, 59, 92, 2, 91, 39, 18, 11, 13, 81},
		{40, 20, 48, 16, 95, 3, 92, 28, 71, 12, 99, 27, 37, 3, 52, 89, 33, 30, 23, 10},
		{60, 91, 9, 24, 68, 96, 84, 87, 25, 10, 96, 51, 54, 51, 21, 6, 91, 31, 56, 3},
		{16, 64, 56, 91, 5, 80, 79, 65, 14, 76, 4, 27, 71, 41, 72, 88, 57, 96, 2, 35},
		{83, 38, 30, 58, 36, 82, 36, 13, 82, 33, 76, 77, 3, 13, 69, 11, 29, 29, 69, 87},
		{21, 4, 98, 23, 31, 49, 75, 27, 31, 68, 47, 63, 13, 56, 8, 22, 49, 41, 94, 22},
		{74, 53, 70, 52, 57, 97, 8, 36, 12, 16, 30, 64, 72, 81, 46, 26, 39, 65, 67, 9},
		{10, 33, 92, 20, 91, 28, 31, 30, 78, 23, 87, 63, 96, 61, 7, 5, 89, 12, 78, 92},
		{35, 85, 61, 12, 9, 6, 88, 14, 12, 27, 68, 13, 87, 35, 93, 22, 62, 60, 2, 9},
		{91, 42, 45, 34, 74, 72, 26, 34, 35, 32, 59, 50, 44, 51, 72, 78, 81, 70, 9, 77},
		{45, 49, 49, 98, 25, 7, 9, 33, 12, 69, 80, 66, 52, 16, 72, 3, 93, 28, 21, 20},
		{21, 56, 65, 7, 75, 74, 24, 7, 1, 98, 12, 77, 15, 97, 94, 74, 32, 37, 24, 78},
		{55, 50, 59, 38, 31, 90, 52, 6, 4, 36, 61, 98, 59, 25, 89, 69, 78, 44, 83, 50},
		{30, 49, 45, 77, 96, 98, 64, 85, 96, 15, 33, 68, 68, 21, 13, 81, 58, 66, 95, 5},
		{81, 4, 68, 88, 29, 34, 64, 6, 15, 90, 24, 94, 40, 99, 81, 78, 59, 69, 47, 35},
		{2, 24, 29, 49, 58, 98, 42, 56, 27, 49, 66, 45, 1, 28, 4, 43, 61, 23, 74, 4},
		{31, 12, 2, 56, 37, 72, 10, 86, 97, 1, 58, 62, 77, 11, 97, 44, 85, 46, 74, 2},
		{33, 1, 71, 87, 39, 38, 53, 56, 6, 89, 7, 36, 20, 68, 5, 45, 1, 92, 76, 32},
		{76, 64, 21, 65, 70, 67, 70, 87, 42, 32, 88, 46, 91, 46, 84, 82, 81, 36, 1, 52},
		{35, 10, 24, 54, 15, 88, 97, 54, 54, 17, 82, 98, 44, 88, 78, 94, 44, 60, 74, 43},
		{47, 88, 31, 70, 34, 17, 93, 90, 30, 87, 67, 66, 64, 56, 95, 26, 2, 55, 69, 60},
		{94, 49, 80, 96, 80, 88, 39, 20, 6, 12, 70, 21, 69, 25, 83, 55, 19, 9, 38, 52},
		{56, 23, 44, 74, 33, 83, 3, 23, 70, 80, 42, 92, 94, 67, 17, 63, 63, 59, 25, 60},
		{43, 25, 62, 66, 35, 67, 53, 2, 67, 46, 32, 44, 86, 27, 90, 80, 16, 28, 22, 15},
		{65, 55, 25, 76, 93, 58, 80, 60, 61, 83, 28, 95, 33, 17, 62, 99, 62, 55, 74, 43},
		{79, 80, 79, 84, 46, 87, 61, 37, 59, 76, 84, 7, 33, 20, 20, 19, 50, 19, 5, 96},
		{58, 39, 74, 18, 73, 7, 50, 80, 10, 59, 34, 51, 35, 74, 97, 39, 47, 1, 84, 5},
		{30, 19, 52, 40, 6, 4, 26, 72, 85, 19, 32, 56, 9, 1, 75, 31, 25, 65, 1, 81},
		{42, 99, 89, 67, 22, 32, 62, 6, 80, 17, 72, 48, 94, 41, 87, 2, 1, 16, 94, 99},
		{77, 60, 12, 46, 15, 2, 58, 68, 67, 89, 53, 41, 7, 36, 69, 33, 83, 87, 80, 39},
		{79, 3, 42, 93, 68, 25, 71, 66, 21, 34, 71, 81, 38, 40, 15, 42, 59, 99, 56, 71},
		{36, 31, 55, 29, 14, 85, 69, 35, 71, 20, 78, 44, 23, 35, 38, 58, 65, 37, 32, 94},
		{93, 15, 64, 18, 49, 69, 11, 36, 79, 27, 81, 62, 52, 92, 34, 68, 99, 65, 63, 82},
		{74, 37, 75, 77, 92, 10, 8, 20, 47, 26, 13, 40, 47, 85, 99, 37, 98, 23, 45, 59},
		{87, 64, 56, 12, 74, 93, 6, 48, 27, 72, 37, 40, 33, 7, 16, 42, 77, 95, 16, 93},
		{16, 79, 76, 14, 21, 79, 33, 37, 48, 83, 82, 63, 18, 98, 88, 97, 60, 42, 21, 11},
		{54, 7, 70, 62, 2, 19, 98, 49, 1, 39, 67, 51, 9, 40, 9, 26, 32, 55, 35, 6},
		{66, 93, 67, 44, 68, 16, 74, 62, 70, 52, 60, 43, 68, 41, 79, 46, 88, 14, 67, 22},
		{8, 33, 95, 25, 21, 55, 17, 51, 99, 78, 19, 56, 48, 61, 19, 14, 80, 23, 29, 51},
		{61, 76, 99, 95, 79, 79, 61, 18, 54, 74, 36, 8, 67, 62, 88, 42, 30, 31, 61, 88},
		{26, 19, 88, 89, 91, 23, 48, 30, 14, 26, 93, 42, 68, 71, 44, 40, 39, 47, 68, 77},
		{83, 68, 37, 97, 36, 54, 93, 96, 89, 36, 9, 48, 97, 88, 17, 85, 86, 28, 54, 61},
		{98, 19, 8, 88, 47, 95, 7, 80, 95, 47, 27, 91, 51, 20, 56, 13, 17, 18, 34, 63},
		{87, 68, 22, 11, 7, 63, 34, 67, 95, 13, 68, 26, 46, 32, 74, 14, 66, 73, 46, 37},
		{84, 53, 28, 66, 78, 9, 52, 40, 50, 51, 4, 93, 76, 79, 69, 15, 18, 38, 64, 81},
		{34, 59, 54, 60, 14, 99, 4, 19, 45, 38, 96, 7, 39, 45, 20, 33, 21, 2, 25, 72},
		{27, 19, 97, 81, 4, 90, 69, 46, 41, 56, 28, 3, 91, 83, 25, 99, 16, 67, 31, 64},
		{40, 39, 57, 53, 98, 71, 50, 57, 73, 21, 16, 46, 82, 7, 72, 43, 12, 31, 42, 55},
		{12, 9, 23, 32, 31, 87, 25, 82, 99, 46, 8, 99, 30, 84, 20, 18, 59, 35, 59, 38},
		{12, 3, 88, 32, 14, 34, 31, 11, 97, 71, 68, 8, 85, 44, 33, 21, 40, 98, 21, 73},
		{83, 17, 62, 50, 95, 65, 99, 67, 48, 94, 9, 82, 33, 57, 75, 3, 44, 60, 93, 7},
		{67, 16, 3, 41, 31, 31, 27, 91, 84, 78, 17, 84, 69, 15, 51, 8, 6, 63, 27, 61},
		{5, 10, 87, 92, 77, 50, 14, 34, 14, 6, 44, 20, 21, 6, 26, 5, 45, 54, 12, 88},
		{11, 73, 99, 12, 71, 46, 73, 40, 69, 68, 42, 78, 15, 14, 70, 8, 18, 15, 15, 46},
		{69, 51, 85, 1, 86, 2, 16, 22, 14, 43, 3, 73, 52, 12, 55, 61, 82, 97, 7, 90},
		{5, 93, 99, 16, 38, 94, 31, 91, 25, 71, 73, 72, 15, 97, 24, 46, 56, 88, 57, 16},
		{76, 54, 1, 48, 1, 63, 80, 95, 20, 2, 99, 68, 30, 38, 76, 13, 26, 50, 76, 23},
		{2, 98, 16, 76, 50, 92, 85, 5, 89, 22, 47, 7, 76, 97, 87, 52, 82, 85, 10, 21},
		{50, 20, 83, 12, 81, 17, 21, 86, 69, 17, 76, 7, 19, 59, 96, 70, 46, 26, 95, 95},
		{65, 80, 36, 19, 79, 1, 6, 98, 63, 39, 56, 14, 46, 12, 40, 70, 37, 1, 40, 4},
		{11, 31, 71, 52, 37, 72, 2, 83, 80, 11, 46, 49, 65, 83, 16, 20, 49, 87, 32, 78},
		{12, 88, 33, 70, 24, 78, 25, 1, 8, 17, 21, 46, 94, 56, 28, 4, 83, 22, 20, 97},
		{66, 26, 63, 38, 46, 33, 59, 82, 37, 25, 34, 48, 88, 52, 53, 80, 29, 2, 17, 87},
		{39, 57, 73, 49, 26, 71, 7, 88, 24, 29, 59, 40, 24, 92, 33, 11, 16, 9, 22, 64},
		{33, 91, 26, 62, 7, 65, 7, 52, 33, 18, 24, 16, 83, 76, 45, 68, 8, 50, 20, 21},
		{17, 75, 84, 46, 63, 5, 1, 88, 47, 70, 35, 36, 49, 27, 49, 54, 90, 36, 33, 90},
		{89, 20, 9, 42, 49, 8, 94, 63, 22, 42, 25, 84, 95, 9, 36, 97, 28, 46, 50, 60},
		{23, 54, 23, 30, 23, 80, 34, 51, 96, 80, 65, 21, 96, 99, 98, 95, 85, 92, 13, 8},
		{28, 10, 75, 79, 57, 73, 5, 45, 44, 25, 90, 97, 96, 97, 89, 93, 29, 7, 66, 4},
		{1, 54, 18, 58, 11, 33, 45, 17, 46, 91, 3, 27, 41, 3, 64, 83, 31, 79, 86, 7},
		{75, 6, 98, 23, 14, 78, 2, 31, 53, 38, 2, 43, 43, 61, 69, 89, 43, 88, 53, 50},
		{33, 69, 81, 78, 96, 69, 64, 9, 35, 76, 46, 49, 44, 32, 74, 41, 33, 40, 24, 64},
		{44, 12, 63, 99, 65, 48, 47, 48, 52, 13, 63, 22, 14, 1, 90, 88, 72, 93, 25, 86},
		{3, 69, 29, 37, 96, 85, 51, 65, 65, 42, 53, 57, 70, 50, 36, 88, 34, 24, 25, 14},
		{22, 71, 80, 20, 19, 90, 15, 88, 11, 2, 31, 19, 9, 72, 63, 29, 7, 71, 33, 2},
		{18, 75, 94, 39, 86, 59, 91, 15, 83, 39, 61, 37, 95, 44, 66, 19, 14, 7, 87, 28},
		{4, 45, 37, 4, 48, 53, 25, 25, 29, 2, 27, 10, 6, 17, 91, 73, 42, 94, 39, 10},
		{1, 99, 51, 93, 14, 67, 35, 29, 12, 45, 39, 45, 50, 29, 73, 48, 18, 68, 74, 94},
		{74, 46, 94, 18, 93, 96, 84, 13, 60, 91, 55, 53, 89, 95, 28, 3, 57, 37, 19, 47},
		{35, 23, 53, 2, 60, 64, 21, 69, 65, 59, 8, 23, 49, 70, 26, 41, 34, 69, 22, 16},
		{60, 57, 40, 16, 86, 80, 89, 14, 95, 23, 72, 70, 69, 45, 93, 23, 21, 18, 7, 65},
		{4, 1, 85, 40, 87, 3, 42, 21, 67, 17, 57, 29, 82, 89, 23, 76, 65, 31, 40, 93},
		{27, 62, 93, 47, 65, 31, 16, 37, 34, 86, 40, 77, 72, 8, 62, 93, 47, 78, 52, 62},
		{56, 89, 1, 75, 3, 79, 64, 29, 3, 77, 49, 66, 15, 71, 91, 9, 27, 37, 23, 51},
		{29, 41, 2, 66, 1, 64, 90, 70, 72, 70, 88, 21, 33, 7, 1, 41, 5, 99, 12, 43},
		{38, 38, 83, 35, 73, 77, 56, 25, 23, 38, 20, 80, 22, 10, 95, 44, 61, 20, 18, 71},
		{11, 42, 51, 52, 28, 21, 19, 96, 49, 12, 42, 12, 45, 88, 60, 78, 46, 60, 28, 52},
		{24, 45, 77, 81, 83, 93, 77, 39, 69, 86, 18, 28, 60, 44, 75, 17, 80, 26, 91, 79},
		{8, 12, 32, 78, 14, 84, 17, 97, 17, 30, 53, 78, 75, 26, 83, 98, 33, 23, 79, 71},
		{23, 48, 5, 3, 26, 48, 55, 40, 45, 70, 35, 38, 7, 54, 35, 15, 92, 87, 33, 69},
		{82, 99, 58, 72, 62, 76, 44, 70, 46, 74, 23, 8, 89, 43, 15, 77, 72, 27, 58, 53},
		{76, 25, 80, 47, 2, 69, 24, 85, 64, 60, 9, 2, 54, 43, 42, 53, 9, 2, 10, 29},
		{42, 31, 39, 73, 29, 33, 81, 69, 21, 26, 81, 40, 49, 24, 83, 63, 20, 58, 27, 30},
		{57, 74, 1, 29, 43, 47, 23, 95, 23, 48, 75, 40, 17, 21, 45, 46, 80, 93, 89, 88},
		{82, 89, 94, 35, 82, 98, 53, 82, 67, 29, 77, 60, 41, 70, 60, 19, 25, 4, 34, 87},
		{36, 96, 83, 90, 88, 72, 71, 26, 38, 65, 71, 60, 42, 13, 82, 23, 57, 30, 27, 24},
		{51, 78, 96, 16, 11, 60, 12, 15, 68, 67, 79, 62, 3, 97, 60, 44, 78, 55, 66, 82},
		{48, 49, 54, 81, 36, 97, 10, 31, 57, 57, 61, 30, 4, 40, 89, 81, 95, 57, 18, 55},
		{38, 8, 80, 94, 60, 70, 44, 18, 61, 32, 89, 47, 63, 58, 50, 52, 56, 49, 48, 76},
		{14, 14, 27, 45, 10, 18, 54, 72, 52, 2, 36, 56, 31, 61, 17, 21, 3, 87, 38, 69},
		{30, 63, 50, 91, 25, 11, 14, 64, 49, 22, 84, 30, 15, 69, 1, 63, 50, 43, 78, 16},
		{70, 95, 2, 36, 12, 42, 53, 66, 38, 91, 70, 54, 71, 46, 46, 29, 53, 93, 42, 54},
		{83, 56, 62, 46, 16, 77, 98, 49, 50, 12, 77, 19, 63, 18, 17, 22, 56, 6, 84, 63},
		{14, 59, 5, 70, 63, 11, 49, 26, 28, 41, 48, 39, 84, 46, 92, 64, 14, 58, 34, 10},
		{71, 28, 15, 84, 25, 80, 78, 94, 65, 12, 14, 54, 30, 94, 81, 16, 47, 49, 63, 21},
		{30, 68, 13, 87, 97, 82, 34, 18, 57, 99, 92, 90, 2, 13, 46, 12, 57, 94, 3, 23},
		{92, 18, 12, 63, 20, 20, 3, 44, 4, 11, 95, 95, 87, 48, 48, 7, 70, 66, 89, 81},
		{9, 92, 26, 88, 40, 29, 6, 98, 74, 12, 36, 2, 72, 88, 17, 92, 36, 12, 21, 75},
		{63, 30, 40, 16, 7, 19, 31, 44, 59, 12, 1, 21, 57, 56, 21, 53, 53, 66, 16, 92},
		{93, 54, 37, 71, 92, 91, 52, 5, 96, 77, 91, 48, 99, 90, 31, 12, 45, 33, 52, 15},
		{45, 27, 19, 33, 41, 51, 44, 14, 75, 76, 73, 23, 16, 55, 73, 18, 23, 46, 51, 33},
		{2, 98, 30, 13, 82, 61, 72, 59, 45, 97, 95, 38, 84, 36, 98, 39, 51, 90, 44, 77},
		{72, 19, 53, 60, 9, 15, 17, 18, 22, 91, 45, 50, 75, 58, 53, 12, 89, 33, 55, 8},
		{40, 67, 81, 37, 23, 6, 63, 91, 12, 68, 85, 84, 70, 50, 84, 39, 12, 22, 4, 86},
		{21, 11, 40, 7, 16, 38, 16, 16, 34, 89, 43, 40, 9, 83, 48, 39, 55, 17, 70, 47},
		{81, 75, 31, 7, 65, 68, 1, 48, 79, 11, 79, 72, 33, 72, 68, 94, 2, 63, 90, 57},
		{88, 73, 71, 9, 94, 12, 85, 35, 65, 83, 53, 15, 67, 28, 2, 77, 79, 46, 21, 31},
		{31, 70, 85, 84, 27, 74, 99, 83, 31, 55, 83, 16, 35, 48, 47, 18, 61, 75, 61, 97},
		{41, 19, 93, 94, 95, 85, 54, 28, 39, 78, 51, 81, 76, 4, 39, 47, 50, 34, 84, 60},
		{35, 74, 7, 68, 83, 13, 32, 8, 54, 40, 94, 14, 29, 63, 70, 77, 87, 10, 53, 63},
		{75, 89, 92, 35, 84, 52, 61, 19, 13, 46, 84, 93, 68, 84, 63, 24, 25, 56, 83, 92},
		{38, 92, 26, 32, 29, 62, 28, 13, 38, 48, 2, 83, 95, 43, 39, 70, 30, 74, 80, 72},
		{34, 95, 35, 51, 17, 11, 14, 58, 46, 28, 84, 12, 9, 92, 91, 23, 10, 57, 14, 68},
		{5, 84, 1, 1, 30, 65, 15, 97, 97, 40, 95, 52, 96, 5, 38, 51, 98, 63, 26, 9},
		{27, 52, 42, 77, 28, 44, 20, 59, 22, 82, 74, 6, 46, 40, 83, 8, 45, 37, 31, 67},
		{3, 33, 72, 16, 92, 9, 55, 47, 82, 27, 47, 85, 14, 53, 65, 18, 22, 49, 72, 43},
		{28, 96, 65, 83, 53, 61, 92, 94, 89, 56, 57, 3, 21, 71, 7, 32, 65, 70, 88, 80},
		{72, 83, 10, 73, 40, 42, 60, 95, 14, 38, 40, 12, 24, 68, 4, 56, 49, 14, 4, 42},
		{13, 10, 77, 93, 9, 4, 18, 77, 74, 32, 33, 92, 32, 91, 34, 22, 92, 79, 6, 51},
		{1, 9, 23, 34, 48, 10, 59, 47, 75, 55, 20, 14, 74, 20, 69, 88, 14, 91, 24, 68},
		{88, 14, 56, 2, 89, 55, 80, 28, 45, 63, 50, 92, 55, 54, 41, 10, 32, 4, 6, 97},
		{11, 66, 30, 47, 10, 31, 14, 53, 82, 34, 76, 29, 94, 88, 55, 7, 27, 52, 18, 22},
		{3, 96, 64, 96, 19, 41, 20, 11, 79, 81, 14, 50, 3, 73, 39, 85, 46, 5, 59, 54},
		{17, 1, 63, 61, 98, 72, 59, 21, 30, 85, 12, 94, 27, 56, 38, 17, 49, 91, 84, 3},
		{55, 49, 2, 90, 86, 41, 53, 76, 25, 36, 14, 69, 15, 57, 3, 3, 87, 53, 9, 12},
		{39, 89, 12, 85, 9, 28, 9, 79, 56, 6, 85, 22, 10, 96, 56, 17, 8, 87, 19, 22},
		{29, 16, 73, 98, 88, 7, 94, 85, 98, 54, 53, 55, 57, 80, 58, 79, 12, 74, 89, 69},
		{91, 48, 91, 67, 25, 18, 4, 82, 67, 99, 45, 12, 20, 76, 45, 23, 53, 40, 69, 60},
		{33, 49, 86, 96, 41, 20, 95, 53, 41, 5, 6, 33, 46, 67, 55, 98, 72, 88, 61, 43},
		{15, 39, 22, 51, 59, 46, 89, 55, 60, 73, 37, 17, 18, 59, 73, 7, 67, 94, 51, 59},
		{19, 80, 80, 55, 1, 60, 97, 35, 28, 64, 79, 15, 70, 90, 37, 38, 41, 19, 98, 37},
		{18, 11, 32, 28, 84, 13, 93, 30, 38, 6, 71, 55, 11, 85, 52, 39, 26, 78, 34, 66},
		{24, 96, 85, 61, 60, 40, 60, 25, 64, 20, 77, 22, 40, 21, 54, 19, 79, 88, 24, 68},
		{18, 2, 30, 44, 65, 43, 16, 15, 32, 26, 60, 99, 97, 75, 32, 32, 41, 9, 63, 18},
		{21, 65, 83, 94, 47, 3, 47, 62, 85, 70, 70, 53, 15, 52, 60, 13, 50, 41, 33, 36},
		{44, 92, 22, 71, 10, 58, 56, 94, 3, 29, 95, 8, 12, 96, 74, 13, 25, 73, 43, 24},
		{83, 27, 11, 43, 83, 23, 19, 35, 57, 27, 50, 11, 72, 87, 67, 95, 17, 5, 72, 77},
		{22, 67, 16, 2, 73, 20, 68, 49, 54, 60, 4, 24, 18, 6, 6, 41, 79, 49, 1, 60},
		{82, 7, 67, 80, 14, 10, 14, 60, 18, 83, 14, 32, 10, 27, 58, 40, 79, 31, 87, 31},
		{43, 75, 95, 7, 32, 62, 94, 63, 68, 79, 72, 89, 56, 76, 56, 74, 99, 53, 83, 63},
		{81, 31, 23, 42, 18, 3, 92, 56, 38, 61, 76, 32, 34, 35, 98, 54, 27, 87, 15, 63},
		{28, 3, 9, 3, 10, 96, 21, 5, 20, 36, 67, 24, 52, 23, 4, 92, 38, 40, 51, 77},
		{94, 35, 5, 48, 12, 52, 55, 98, 77, 55, 28, 32, 17, 41, 60, 36, 46, 73, 7, 74},
		{61, 20, 82, 31, 45, 28, 58, 77, 98, 25, 6, 76, 66, 25, 2, 83, 48, 9, 26, 19},
		{46, 59, 85, 31, 27, 97, 92, 4, 51, 23, 55, 67, 57, 40, 85, 84, 96, 26, 28, 36},
		{51, 63, 18, 63, 9, 14, 7, 92, 54, 42, 33, 66, 27, 99, 97, 60, 2, 37, 49, 69},
