alpha=0.2
gamma=0.6
selection_rate=1
max_gen=2000
job_num=200
machine_num=10
pop_size=100
Threshold=23981
scenario_num=20
{
	{
		{17, 69, 72, 50, 16, 83, 78, 99, 36, 46},
		{30, 68, 34, 84, 10, 13, 95, 49, 99, 74},
		{69, 31, 16, 69, 41, 84, 71, 69, 82, 80},
		{65, 82, 88, 90, 46, 72, 88, 48, 37, 42},
		{43, 51, 45, 37, 23, 25, 82, 71, 49, 32},
		{76, 83, 76, 35, 82, 68, 63, 65, 70, 48},
		{11, 85, 90, 81, 35, 22, 67, 89, 12, 24},
		{46, 76, 87, 69, 33, 92, 17, 43, 58, 31},
		{54, 10, 41, 19, 33, 11, 44, 71, 23, 33},
		{14, 31, 87, 12, 90, 57, 15, 82, 75, 27},
		{95, 27, 98, 25, 80, 79, 27, 71, 81, 34},
		{38, 28, 27, 52, 13, 98, 28, 93, 39, 51},
		{44, 30, 77, 23, 82, 36, 25, 29, 69, 88},
		{59, 50, 92, 23, 74, 14, 50, 27, 98, 90},
		{59, 76, 35, 91, 95, 20, 46, 90, 20, 43},
		{44, 38, 65, 28, 32, 70, 26, 13, 68, 52},
		{57, 72, 46, 41, 32, 86, 73, 63, 51, 53},
		{31, 21, 42, 56, 95, 14, 28, 90, 58, 43},
		{80, 86, 85, 16, 13, 23, 92, 72, 37, 12},
		{18, 27, 81, 21, 73, 45, 32, 10, 39, 20},
		{11, 25, 42, 74, 10, 25, 12, 53, 34, 10},
		{65, 59, 70, 33, 29, 26, 96, 37, 94, 10},
		{27, 62, 59, 28, 20, 17, 72, 88, 70, 48},
		{65, 83, 20, 14, 64, 99, 25, 16, 29, 88},
		{98, 75, 73, 36, 35, 56, 12, 50, 23, 97},
		{90, 14, 56, 91, 38, 79, 13, 75, 77, 38},
		{11, 10, 10, 97, 61, 45, 72, 53, 62, 99},
		{89, 79, 54, 74, 89, 36, 80, 65, 72, 45},
		{70, 18, 23, 24, 67, 93, 85, 76, 18, 45},
		{99, 80, 93, 86, 82, 36, 15, 33, 48, 13},
		{78, 89, 76, 58, 57, 25, 65, 66, 28, 44},
		{61, 90, 44, 92, 32, 64, 24, 31, 68, 71},
		{77, 80, 77, 57, 82, 94, 54, 45, 29, 35},
		{86, 48, 63, 19, 68, 18, 72, 92, 77, 39},
		{20, 17, 23, 27, 17, 71, 32, 69, 89, 53},
		{32, 75, 41, 65, 20, 68, 48, 61, 57, 46},
		{70, 33, 44, 56, 65, 17, 67, 26, 77, 82},
		{59, 35, 78, 93, 64, 47, 36, 18, 11, 75},
		{12, 82, 58, 32, 55, 61, 20, 20, 76, 53},
		{97, 83, 34, 19, 87, 62, 81, 83, 81, 48},
		{14, 52, 28, 42, 13, 19, 53, 29, 56, 26},
		{69, 83, 47, 60, 25, 92, 90, 83, 71, 32},
		{63, 66, 90, 29, 82, 87, 38, 76, 87, 40},
		{16, 96, 81, 56, 60, 91, 35, 44, 11, 60},
		{96, 73, 87, 51, 96, 19, 10, 93, 11, 42},
		{90, 59, 94, 62, 41, 90, 74, 60, 24, 68},
		{33, 81, 15, 24, 67, 96, 24, 75, 67, 70},
		{82, 69, 12, 65, 60, 21, 21, 36, 53, 18},
		{92, 75, 48, 94, 42, 14, 89, 82, 55, 68},
		{55, 49, 28, 58, 95, 96, 67, 14, 51, 46},
		{71, 39, 59, 23, 52, 44, 83, 99, 36, 11},
		{49, 35, 83, 90, 87, 77, 22, 73, 49, 41},
		{83, 99, 77, 74, 33, 82, 76, 95, 43, 53},
		{81, 10, 49, 33, 83, 81, 75, 29, 85, 75},
		{35, 18, 72, 65, 74, 42, 21, 42, 55, 87},
		{17, 28, 44, 32, 40, 96, 10, 53, 11, 95},
		{42, 57, 36, 16, 75, 91, 59, 30, 76, 55},
		{20, 98, 56, 30, 17, 55, 98, 84, 50, 82},
		{56, 18, 66, 67, 14, 52, 30, 71, 90, 15},
		{54, 63, 51, 79, 68, 71, 61, 75, 59, 72},
		{84, 24, 36, 99, 86, 20, 89, 17, 34, 39},
		{92, 36, 11, 16, 32, 90, 16, 20, 53, 73},
		{83, 17, 17, 57, 80, 53, 40, 35, 62, 17},
		{41, 27, 18, 15, 22, 40, 10, 51, 99, 27},
		{18, 16, 86, 17, 66, 51, 47, 82, 87, 51},
		{86, 13, 58, 54, 29, 30, 28, 88, 75, 14},
		{65, 67, 79, 43, 27, 89, 13, 96, 66, 45},
		{59, 22, 71, 32, 84, 22, 31, 46, 79, 62},
		{28, 64, 92, 47, 28, 27, 30, 35, 58, 94},
		{76, 63, 41, 16, 82, 15, 26, 36, 10, 51},
		{58, 72, 61, 47, 27, 17, 76, 24, 97, 83},
		{56, 25, 13, 91, 47, 65, 50, 89, 48, 45},
		{60, 15, 48, 14, 21, 17, 88, 70, 70, 12},
		{22, 66, 46, 12, 63, 81, 99, 40, 59, 69},
		{36, 68, 86, 94, 87, 43, 85, 38, 66, 94},
		{99, 82, 54, 24, 75, 93, 40, 93, 48, 95},
		{29, 44, 88, 18, 74, 45, 50, 15, 43, 76},
		{78, 38, 53, 80, 62, 25, 96, 29, 73, 55},
		{74, 10, 12, 29, 68, 12, 62, 52, 56, 83},
		{69, 23, 77, 22, 76, 92, 36, 61, 17, 39},
		{35, 89, 96, 42, 78, 99, 65, 34, 61, 58},
		{65, 27, 45, 63, 51, 81, 96, 23, 69, 46},
		{18, 96, 64, 59, 77, 54, 40, 46, 75, 63},
		{16, 10, 28, 65, 34, 49, 39, 74, 22, 44},
		{87, 38, 69, 27, 97, 42, 71, 73, 51, 79},
		{24, 34, 14, 20, 17, 19, 73, 85, 74, 13},
		{13, 71, 95, 20, 14, 23, 93, 42, 42, 24},
		{76, 39, 72, 41, 92, 74, 57, 84, 15, 39},
		{77, 30, 72, 49, 46, 38, 84, 14, 47, 64},
		{97, 17, 10, 22, 52, 25, 29, 75, 38, 76},
		{91, 26, 43, 19, 59, 49, 34, 88, 59, 56},
		{60, 41, 65, 31, 38, 47, 70, 53, 15, 90},
		{42, 21, 20, 88, 21, 95, 74, 22, 67, 54},
		{93, 51, 54, 48, 15, 29, 34, 57, 43, 38},
		{41, 77, 30, 75, 79, 17, 25, 16, 89, 45},
		{13, 56, 78, 28, 43, 53, 93, 64, 91, 11},
		{26, 47, 44, 81, 69, 31, 21, 90, 26, 89},
		{64, 98, 59, 27, 96, 14, 82, 73, 56, 99},
		{35, 13, 62, 46, 78, 43, 45, 80, 37, 81},
		{48, 44, 71, 75, 24, 33, 47, 11, 69, 35},
		{90, 11, 36, 78, 22, 26, 55, 51, 85, 59},
		{52, 47, 33, 43, 34, 22, 22, 92, 58, 90},
		{93, 40, 97, 34, 36, 37, 57, 46, 38, 75},
		{69, 68, 32, 46, 19, 85, 76, 78, 17, 34},
		{55, 12, 96, 80, 29, 25, 55, 86, 53, 22},
		{81, 68, 38, 11, 69, 37, 41, 98, 55, 30},
		{25, 65, 26, 99, 11, 26, 29, 30, 54, 53},
		{62, 12, 18, 30, 43, 92, 39, 25, 31, 94},
		{28, 33, 79, 46, 29, 16, 93, 67, 50, 41},
		{16, 86, 47, 22, 33, 19, 21, 44, 13, 83},
		{99, 17, 14, 39, 68, 70, 38, 26, 28, 85},
		{52, 48, 38, 12, 73, 37, 30, 36, 54, 84},
		{97, 63, 67, 86, 22, 18, 27, 31, 42, 49},
		{77, 44, 60, 38, 81, 20, 19, 26, 76, 47},
		{35, 56, 86, 60, 90, 11, 98, 44, 63, 94},
		{77, 75, 86, 81, 78, 75, 57, 97, 56, 47},
		{24, 29, 47, 91, 41, 83, 76, 35, 91, 16},
		{30, 14, 20, 14, 14, 28, 22, 43, 83, 97},
		{64, 74, 97, 48, 72, 13, 37, 76, 69, 92},
		{96, 17, 51, 13, 88, 67, 51, 32, 74, 29},
		{68, 83, 90, 78, 53, 98, 33, 55, 22, 30},
		{82, 27, 83, 58, 47, 82, 83, 70, 12, 69},
		{96, 37, 77, 55, 11, 64, 34, 65, 93, 55},
		{43, 21, 88, 40, 98, 21, 49, 55, 73, 15},
		{76, 87, 58, 98, 50, 27, 63, 25, 19, 48},
		{94, 40, 97, 93, 79, 95, 88, 13, 87, 56},
		{46, 69, 60, 32, 76, 57, 30, 13, 12, 85},
		{91, 49, 14, 50, 15, 32, 29, 77, 46, 42},
		{45, 64, 79, 65, 23, 86, 87, 22, 35, 51},
		{21, 78, 30, 90, 51, 58, 94, 35, 29, 35},
		{53, 81, 21, 64, 62, 51, 57, 23, 15, 94},
		{27, 61, 66, 71, 92, 18, 97, 44, 57, 14},
		{20, 58, 86, 80, 57, 12, 62, 77, 35, 29},
		{18, 51, 60, 33, 33, 21, 52, 46, 17, 49},
		{27, 83, 25, 25, 58, 15, 43, 39, 34, 63},
		{24, 65, 67, 17, 48, 29, 65, 75, 42, 90},
		{74, 95, 98, 23, 16, 10, 97, 97, 81, 27},
		{60, 72, 60, 33, 31, 53, 47, 22, 67, 82},
		{19, 29, 96, 89, 68, 25, 15, 13, 22, 27},
		{87, 99, 25, 30, 68, 42, 82, 57, 57, 75},
		{55, 22, 12, 62, 50, 86, 62, 98, 62, 93},
		{75, 97, 37, 49, 59, 56, 48, 57, 22, 46},
		{55, 35, 64, 81, 65, 30, 49, 89, 48, 56},
		{83, 70, 54, 37, 53, 38, 97, 47, 36, 27},
		{85, 20, 12, 31, 77, 54, 21, 88, 32, 97},
		{72, 79, 71, 18, 83, 67, 92, 59, 96, 97},
		{66, 65, 94, 50, 12, 21, 95, 96, 30, 53},
		{69, 27, 62, 18, 59, 75, 61, 68, 25, 98},
		{60, 82, 16, 12, 92, 46, 73, 14, 23, 23},
		{14, 80, 92, 57, 76, 79, 94, 52, 61, 12},
		{91, 35, 14, 96, 11, 30, 38, 82, 53, 45},
		{16, 86, 18, 17, 37, 93, 16, 15, 48, 74},
		{90, 95, 63, 11, 83, 58, 52, 48, 28, 30},
		{77, 79, 66, 19, 39, 90, 27, 59, 89, 16},
		{59, 15, 99, 60, 57, 37, 34, 50, 22, 49},
		{47, 48, 96, 54, 37, 40, 58, 48, 36, 81},
		{66, 44, 65, 78, 18, 54, 60, 26, 53, 62},
		{25, 43, 60, 58, 94, 26, 79, 92, 77, 25},
		{16, 49, 55, 35, 51, 19, 15, 35, 43, 94},
		{27, 89, 71, 53, 82, 48, 16, 72, 46, 39},
		{56, 42, 58, 62, 84, 26, 19, 22, 51, 62},
		{78, 55, 46, 12, 80, 39, 99, 64, 61, 54},
		{91, 83, 99, 33, 51, 41, 61, 16, 26, 26},
		{18, 28, 25, 50, 62, 45, 10, 35, 40, 93},
		{98, 29, 50, 31, 80, 24, 93, 38, 26, 80},
		{54, 50, 59, 58, 12, 69, 74, 38, 16, 26},
		{54, 75, 40, 28, 13, 17, 93, 51, 54, 56},
		{67, 31, 58, 65, 82, 39, 66, 15, 96, 80},
		{48, 72, 46, 63, 59, 34, 94, 51, 30, 92},
		{56, 50, 26, 39, 49, 35, 38, 65, 70, 36},
		{73, 86, 95, 60, 99, 61, 15, 37, 95, 45},
		{24, 65, 85, 93, 44, 86, 69, 51, 47, 73},
		{52, 11, 65, 35, 18, 77, 71, 82, 95, 99},
		{29, 73, 13, 85, 94, 46, 40, 95, 71, 68},
		{51, 48, 35, 54, 74, 33, 98, 88, 99, 64},
		{12, 37, 60, 54, 77, 69, 65, 36, 58, 76},
		{37, 96, 51, 41, 95, 52, 45, 60, 40, 25},
		{30, 41, 81, 51, 81, 11, 35, 23, 73, 35},
		{13, 51, 41, 62, 26, 90, 70, 75, 74, 53},
		{70, 10, 96, 74, 14, 71, 14, 42, 94, 98},
		{68, 90, 32, 77, 71, 95, 32, 35, 24, 98},
		{38, 70, 44, 58, 56, 56, 54, 17, 53, 44},
		{75, 37, 34, 48, 61, 47, 26, 48, 42, 46},
		{52, 57, 57, 67, 69, 27, 66, 20, 71, 63},
		{38, 52, 25, 12, 61, 76, 23, 51, 35, 46}
	},
	{
		{83, 18, 24, 88, 34, 91, 88, 11, 76, 55},
		{98, 66, 67, 54, 93, 13, 56, 54, 16, 16},
		{35, 15, 29, 56, 83, 31, 72, 46, 33, 61},
		{93, 20, 33, 33, 67, 21, 12, 83, 73, 78},
		{35, 93, 11, 23, 51, 37, 96, 33, 82, 66},
		{36, 90, 35, 51, 58, 75, 71, 30, 34, 11},
		{70, 89, 96, 79, 80, 63, 70, 29, 57, 40},
		{64, 54, 33, 83, 93, 22, 25, 80, 17, 31},
		{43, 40, 98, 65, 24, 63, 73, 48, 99, 39},
		{70, 74, 12, 50, 44, 96, 98, 98, 60, 92},
		{99, 48, 95, 25, 57, 85, 11, 38, 94, 88},
		{22, 53, 10, 28, 57, 78, 57, 16, 87, 13},
		{92, 97, 48, 52, 51, 72, 52, 46, 18, 66},
		{66, 22, 80, 80, 63, 60, 63, 29, 67, 25},
		{33, 55, 20, 94, 17, 36, 28, 95, 17, 47},
		{94, 72, 57, 60, 59, 90, 28, 75, 75, 66},
		{19, 20, 18, 60, 73, 48, 59, 62, 93, 56},
		{40, 31, 17, 86, 31, 84, 60, 91, 20, 48},
		{14, 33, 21, 29, 77, 89, 30, 64, 87, 61},
		{59, 46, 48, 99, 23, 22, 61, 52, 19, 24},
		{87, 56, 55, 37, 87, 68, 46, 81, 79, 81},
		{93, 40, 75, 23, 53, 50, 51, 56, 93, 28},
		{36, 49, 77, 37, 40, 79, 60, 97, 33, 68},
		{17, 83, 22, 99, 95, 86, 73, 42, 97, 16},
		{20, 59, 90, 86, 39, 61, 99, 39, 72, 61},
		{47, 37, 50, 38, 86, 30, 91, 56, 45, 41},
		{60, 95, 24, 45, 18, 22, 75, 21, 16, 73},
		{89, 26, 31, 35, 81, 89, 35, 91, 40, 19},
		{59, 35, 66, 58, 30, 21, 54, 27, 81, 15},
		{89, 22, 94, 46, 98, 31, 79, 45, 38, 48},
		{72, 18, 40, 19, 99, 78, 49, 88, 29, 64},
		{54, 50, 51, 76, 47, 66, 85, 43, 84, 88},
